iso_code	date	total_cases	total_deaths	total_cases_per_million	total_deaths_per_million	new_cases	new_deaths	new_deaths_per_million	new_cases_per_million	stringency_index	hospital_beds_per_1k	health_expenditure(%ofGDP)	HealthExpenseperGDP	diabetes_prevalence	cvd_death_rate	total_smokers	gdp_per_capita	HDI	median_age	aged_65_older	population_density	population	log_population	Lineage	identity percentage for NSP1	score for NSP1	identity percentage for NSP2	score for NSP2	identity percentage for NSP3	score for NSP3	identity percentage for NSP4	score for NSP4	identity percentage for NSP5	score for NSP5	identity percentage for NSP6	score for NSP6	identity percentage for NSP7	score for NSP7	identity percentage for NSP8	score for NSP8	identity percentage for NSP9	score for NSP9	identity percentage for NSP10	score for NSP10	identity percentage for NSP11	score for NSP11	identity percentage for NSP12	score for NSP12	identity percentage for NSP13	score for NSP13	identity percentage for NSP14	score for NSP14	identity percentage for NSP15	score for NSP15	identity percentage for NSP16	score for NSP16	identity percentage for Spike	score for Spike	identity percentage for NS3	score for NS3	identity percentage for E	score for E	identity percentage for M	score for M	identity percentage for NS6	score for NS6	identity percentage for NS7a	score for NS7a	identity percentage for NS7b	score for NS7b	identity percentage for NS8	score for NS8	identity percentage for N	score for N	death_growth_rate	Country	Clade_V	Clade_GH	Clade_GR	Clade_G	Clade_O	Clade_L	Clade_S
JPN	2020-02-29	408.0	6.0	3.226	0.047	383.0	6.0	0.048	3.027	26.59	13.05	10.94	10.918	5.72	79.37	22.15	39002.223	0.915	48.2	27.049	347.778	126476458.0	18.656	B.5	99.973	1298.4683	100.0	4656.0	99.9927	14268.4052	99.9967	3752.8584	100.0	2284.0	99.6968	2222.8413	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9825	6997.9386	100.0	4438.0	99.9909	3987.5887	100.0	2535.0	99.9956	2221.8551	99.9952	9385.5886	99.9933	2073.8099	100.0	550.0	100.0	1667.0	99.6674	463.3406	100.0	901.0	100.0	340.0	100.0	919.0	99.9968	3015.8894	0.0	Japan	0.0	0.0	0.0	0.0	1.0	0.0	0.0
JPN	2020-03-31	3817.0	80.0	30.18	0.633	3409.0	74.0	0.589	26.955	44.71	13.05	10.94	10.918	5.72	79.37	22.15	39002.223	0.915	48.2	27.049	347.778	126476458.0	18.656	B	100.0	1299.0	100.0	4656.0	99.9929	14268.2143	100.0	3753.0	100.0	2284.0	99.9786	2231.2143	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9036	6985.7857	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9036	9376.5714	99.919	2072.5833	99.9071	549.1429	100.0	1667.0	100.0	465.0	99.9429	899.7143	100.0	340.0	100.0	919.0	99.7	3003.4286	1133.3333	Japan	0.0	0.0	0.0	0.0	1.0	0.0	0.0
JPN	2020-04-30	15463.0	551.0	122.26	4.357	11646.0	471.0	3.725	222.599	53.3	13.05	10.94	10.918	5.72	79.37	22.15	39002.223	0.915	48.2	27.049	347.778	126476458.0	18.656	B.1.1	99.8	1295.6667	100.0	4656.0	100.0	14269.0	99.9333	3751.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.8667	9372.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	536.4865	Japan	0.0	0.0	1.0	1.0	0.0	0.0	0.0
JPN	2020-05-31	16550.0	820.0	130.854	6.483	1087.0	269.0	2.127	8.594	43.79	13.05	10.94	10.918	5.72	79.37	22.15	39002.223	0.915	48.2	27.049	347.778	126476458.0	18.656	B.1.1	99.8	1295.6667	100.0	4656.0	100.0	14269.0	99.9333	3751.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.8667	9372.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	-42.8875	Japan	0.0	0.0	1.0	1.0	0.0	0.0	0.0
JOR	2020-02-29	1.0	0.0	0.098	0.0	1.0	0.0	0.0	0.098	0.0	1.4	8.12	677.0042	11.75	208.257	40.45	8337.49	0.723	23.2	3.81	109.285	10203140.0	16.138	A	100.0	1299.0	99.94	4652.97	99.975	14266.45	100.0	3753.0	100.0	2284.0	99.842	2227.16	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.956	6992.84	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.942	9380.16	99.786	2068.04	100.0	550.0	100.0	1667.0	100.0	465.0	96.2	865.75	100.0	340.0	99.84	916.2	99.772	3005.48	0.0	Jordan	1.0	0.0	0.0	0.0	0.0	0.0	0.0
JOR	2020-03-31	349.0	6.0	34.205	0.588	348.0	6.0	0.588	34.104	100.0	1.4	8.12	677.0042	11.75	208.257	40.45	8337.49	0.723	23.2	3.81	109.285	10203140.0	16.138	A	100.0	1299.0	99.94	4652.97	99.975	14266.45	100.0	3753.0	100.0	2284.0	99.842	2227.16	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.956	6992.84	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.942	9380.16	99.786	2068.04	100.0	550.0	100.0	1667.0	100.0	465.0	96.2	865.75	100.0	340.0	99.84	916.2	99.772	3005.48	0.0	Jordan	1.0	0.0	0.0	0.0	0.0	0.0	0.0
JOR	2020-04-30	473.0	9.0	46.358	0.882	124.0	3.0	0.294	12.152	94.18	1.4	8.12	677.0042	11.75	208.257	40.45	8337.49	0.723	23.2	3.81	109.285	10203140.0	16.138	B.1.36	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-50.0	Jordan	0.0	1.0	0.0	1.0	0.0	0.0	0.0
JOR	2020-05-31	704.0	9.0	68.998	0.882	231.0	0.0	0.0	22.638	72.48	1.4	8.12	677.0042	11.75	208.257	40.45	8337.49	0.723	23.2	3.81	109.285	10203140.0	16.138	B.1.36	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-100.0	Jordan	0.0	1.0	0.0	1.0	0.0	0.0	0.0
KAZ	2020-03-31	670.0	6.0	35.683	0.32	670.0	6.0	0.319	35.684	76.2	6.7	3.13	752.9399	7.11	466.792	26.6	24055.588	0.817	30.6	69.91	6.681	18776707.0	16.748	B.1, B.1.1.10	100.0	1299.0	99.85	4646.0	99.95	14254.5	99.9	3747.5	100.0	2284.0	99.85	2227.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.95	6992.0	99.9	4433.5	99.95	3986.25	100.0	2535.0	100.0	2222.0	99.95	9381.0	100.0	2074.0	100.0	550.0	99.875	1664.5	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.825	3007.5	0.0	Kazakhstan	0.0	0.0	1.0	1.0	0.0	0.0	0.0
KAZ	2020-04-30	4502.0	30.0	239.765	1.598	3832.0	24.0	1.28	169.092	84.14	6.7	3.13	752.9399	7.11	466.792	26.6	24055.588	0.817	30.6	69.91	6.681	18776707.0	16.748	A.2	100.0	1299.0	99.8	4647.0	100.0	14269.0	99.8	3746.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.2	905.0	99.8	3003.0	300.0	Kazakhstan	0.0	0.0	0.0	0.0	0.0	0.0	1.0
KAZ	2020-05-31	8322.0	35.0	443.209	1.864	3820.0	5.0	0.266	190.07	76.2	6.7	3.13	752.9399	7.11	466.792	26.6	24055.588	0.817	30.6	69.91	6.681	18776707.0	16.748	A.2	100.0	1299.0	99.8	4647.0	100.0	14269.0	99.8	3746.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.2	905.0	99.8	3003.0	-79.1667	Kazakhstan	0.0	0.0	0.0	0.0	0.0	0.0	1.0
KWT	2020-02-29	58.0	0.0	13.581	0.0	58.0	0.0	0.0	13.58	13.89	2.0	5.29	3466.5654	15.84	132.235	16.001	65530.537	0.808	33.7	2.345	232.128	4270563.0	15.267	B.4	100.0	1299.0	99.65	4641.5	100.0	14269.0	99.9	3747.5	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.95	6996.5	100.0	4438.0	100.0	3988.0	99.85	2531.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Kuwait	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KWT	2020-03-31	665.0	1.0	155.717	0.234	607.0	1.0	0.234	142.136	83.6	2.0	5.29	3466.5654	15.84	132.235	16.001	65530.537	0.808	33.7	2.345	232.128	4270563.0	15.267	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	0.0	Kuwait	0.0	0.0	1.0	1.0	0.0	0.0	0.0
KWT	2020-04-30	6289.0	42.0	1472.64	9.835	5624.0	41.0	9.597	1316.923	90.49	2.0	5.29	3466.5654	15.84	132.235	16.001	65530.537	0.808	33.7	2.345	232.128	4270563.0	15.267	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	4000.0	Kuwait	0.0	0.0	1.0	1.0	0.0	0.0	0.0
KWT	2020-05-31	20464.0	148.0	4791.874	34.656	14175.0	106.0	24.819	3319.237	100.0	2.0	5.29	3466.5654	15.84	132.235	16.001	65530.537	0.808	33.7	2.345	232.128	4270563.0	15.267	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.5	2995.0	158.5366	Kuwait	0.0	0.0	1.0	1.0	0.0	0.0	0.0
LVA	2020-02-29	1.0	0.0	0.53	0.0	1.0	0.0	0.0	0.53	9.92	5.57	5.96	58.66	4.91	350.06	36.6	25063.846	0.854	43.9	19.754	31.212	1886202.0	14.45	B.3, B, B.1	100.0	1299.0	99.9583	4653.6417	99.9808	14266.6333	99.9933	3752.7	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	99.9625	820.5417	99.9708	1031.625	100.0	90.0	99.9025	6986.0167	99.9867	4437.2667	99.9833	3987.375	100.0	2535.0	100.0	2222.0	99.8917	9375.4167	99.9733	2073.5333	100.0	550.0	99.9833	1666.6667	100.0	465.0	100.0	901.0	99.9233	339.5667	99.9667	918.4583	99.6517	3001.1	0.0	Latvia	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LVA	2020-03-31	542.0	1.0	287.35	0.53	541.0	1.0	0.53	235.762	9.92	5.57	5.96	58.66	4.91	350.06	36.6	25063.846	0.854	43.9	19.754	31.212	1886202.0	14.45	B.3, B, B.1	100.0	1299.0	99.9583	4653.6417	99.9808	14266.6333	99.9933	3752.7	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	99.9625	820.5417	99.9708	1031.625	100.0	90.0	99.9025	6986.0167	99.9867	4437.2667	99.9833	3987.375	100.0	2535.0	100.0	2222.0	99.8917	9375.4167	99.9733	2073.5333	100.0	550.0	99.9833	1666.6667	100.0	465.0	100.0	901.0	99.9233	339.5667	99.9667	918.4583	99.6517	3001.1	0.0	Latvia	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LVA	2020-04-30	900.0	17.0	477.149	9.013	358.0	16.0	8.481	299.533	9.92	5.57	5.96	58.66	4.91	350.06	36.6	25063.846	0.854	43.9	19.754	31.212	1886202.0	14.45	B.1, B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	99.925	2280.5	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.875	6983.5625	100.0	4438.0	99.9	3981.0	100.0	2535.0	100.0	2222.0	99.8438	9369.8125	99.925	2072.3125	100.0	550.0	99.8438	1660.75	100.0	465.0	100.0	901.0	99.8562	338.3125	100.0	919.0	99.5562	2998.0625	1500.0	Latvia	0.0	0.0	1.0	1.0	0.0	0.0	0.0
LVA	2020-05-31	1046.0	22.0	554.554	11.664	146.0	5.0	2.65	129.89	9.92	5.57	5.96	58.66	4.91	350.06	36.6	25063.846	0.854	43.9	19.754	31.212	1886202.0	14.45	B.1, B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	99.925	2280.5	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.875	6983.5625	100.0	4438.0	99.9	3981.0	100.0	2535.0	100.0	2222.0	99.8438	9369.8125	99.925	2072.3125	100.0	550.0	99.8438	1660.75	100.0	465.0	100.0	901.0	99.8562	338.3125	100.0	919.0	99.5562	2998.0625	-68.75	Latvia	0.0	0.0	1.0	1.0	0.0	0.0	0.0
LBN	2020-02-29	22.0	0.0	3.223	0.0	24.0	0.0	0.0	3.519	21.03	2.9	8.2	1096.1403	12.71	266.591	38.2	13367.565	0.73	31.1	8.514	594.561	6825442.0	15.736	B.1, B.1.1	100.0	1299.0	99.75	4642.0	99.95	14266.0	99.9	3747.5	100.0	2284.0	99.85	2227.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.95	6992.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.95	9381.0	99.9	2072.25	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.875	3010.75	0.0	Lebanon	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LBN	2020-03-31	541.0	19.0	79.262	2.784	519.0	19.0	2.789	76.041	89.41	2.9	8.2	1096.1403	12.71	266.591	38.2	13367.565	0.73	31.1	8.514	594.561	6825442.0	15.736	B.1	100.0	1299.0	99.9	4649.3333	99.9667	14265.0	97.8667	3656.6667	100.0	2284.0	99.9	2229.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9333	6989.6667	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9375.6667	99.6333	2066.3333	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Lebanon	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LBN	2020-04-30	750.0	25.0	109.883	3.663	209.0	6.0	0.881	30.627	89.41	2.9	8.2	1096.1403	12.71	266.591	38.2	13367.565	0.73	31.1	8.514	594.561	6825442.0	15.736	B.1	100.0	1299.0	99.9	4649.3333	99.9667	14265.0	97.8667	3656.6667	100.0	2284.0	99.9	2229.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9333	6989.6667	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9375.6667	99.6333	2066.3333	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-68.4211	Lebanon	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LBN	2020-05-31	1097.0	26.0	160.722	3.809	347.0	1.0	0.147	50.841	84.12	2.9	8.2	1096.1403	12.71	266.591	38.2	13367.565	0.73	31.1	8.514	594.561	6825442.0	15.736	B.1	100.0	1299.0	99.9	4649.3333	99.9667	14265.0	97.8667	3656.6667	100.0	2284.0	99.9	2229.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9333	6989.6667	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9375.6667	99.6333	2066.3333	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-83.3333	Lebanon	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LTU	2020-02-29	1.0	0.0	0.367	0.0	1.0	0.0	0.0	0.367	0.0	6.56	6.46	6.805	3.67	34.299	30.15	29524.265	0.869	43.5	19.002	45.135	2722291.0	14.817	B.2	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Lithuania	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LTU	2020-03-31	843.0	14.0	309.666	5.143	842.0	14.0	5.141	289.793	0.0	6.56	6.46	6.805	3.67	34.299	30.15	29524.265	0.869	43.5	19.002	45.135	2722291.0	14.817	B.2	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Lithuania	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LTU	2020-04-30	1449.0	48.0	532.272	17.632	585.0	34.0	12.488	195.716	0.0	6.56	6.46	6.805	3.67	34.299	30.15	29524.265	0.869	43.5	19.002	45.135	2722291.0	14.817	B.2	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	142.8571	Lithuania	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LTU	2020-05-31	1616.0	63.0	593.618	23.142	188.0	15.0	5.508	57.489	0.0	6.56	6.46	6.805	3.67	34.299	30.15	29524.265	0.869	43.5	19.002	45.135	2722291.0	14.817	B.2	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-55.8824	Lithuania	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LUX	2020-02-29	3.0	0.0	4.793	0.0	3.0	0.0	0.0	4.793	2.775	4.51	5.48	54.08	4.42	128.275	23.6	94277.965	0.909	39.7	14.312	231.447	625976.0	13.347	B.2	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	99.6	2063.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Luxembourg	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LUX	2020-03-31	2843.0	41.0	773.193	65.498	2840.0	41.0	65.504	5012.814	82.27	4.51	5.48	54.08	4.42	128.275	23.6	94277.965	0.909	39.7	14.312	231.447	625976.0	13.347	B.1, B.3	99.9675	1298.3426	99.9395	4653.1263	99.975	14267.0067	99.9996	3752.9848	100.0	2284.0	99.9946	2231.8333	99.9974	600.9892	100.0	1439.0	99.9786	820.6667	100.0	1032.0	99.9083	89.8452	99.8945	6984.5634	99.9899	4437.1878	99.9948	3987.6429	99.9916	2534.8117	100.0	2222.0	99.8941	9375.2544	99.8343	2070.602	100.0	550.0	99.9484	1666.0159	100.0	465.0	99.9517	900.4026	100.0	340.0	99.9983	918.9697	99.9623	3014.2734	0.0	Luxembourg	0.0	1.0	0.0	1.0	0.0	1.0	0.0
LUX	2020-04-30	3851.0	98.0	6151.993	156.556	1008.0	57.0	91.062	1610.287	75.66	4.51	5.48	54.08	4.42	128.275	23.6	94277.965	0.909	39.7	14.312	231.447	625976.0	13.347	B.1.12, B.1	99.97	1298.35	99.95	4653.15	99.9667	14266.4167	100.0	3753.0	100.0	2284.0	99.97	2231.1	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	99.9733	4435.7333	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6317	2066.4667	100.0	550.0	99.9533	1665.5333	100.0	465.0	99.96	900.55	100.0	340.0	100.0	919.0	99.9833	3015.0833	39.0244	Luxembourg	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LUX	2020-05-31	3990.0	109.0	6374.046	174.128	139.0	11.0	17.575	222.057	65.73	4.51	5.48	54.08	4.42	128.275	23.6	94277.965	0.909	39.7	14.312	231.447	625976.0	13.347	B.1.12, B.1	99.97	1298.35	99.95	4653.15	99.9667	14266.4167	100.0	3753.0	100.0	2284.0	99.97	2231.1	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	99.9733	4435.7333	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6317	2066.4667	100.0	550.0	99.9533	1665.5333	100.0	465.0	99.96	900.55	100.0	340.0	100.0	919.0	99.9833	3015.0833	-80.7018	Luxembourg	0.0	1.0	0.0	1.0	0.0	0.0	0.0
MYS	2020-01-31	14.0	0.0	0.433	0.0	14.0	0.0	0.0	0.434	19.44	1.9	3.86	1034.7951	16.74	260.942	22.2	26808.164	0.804	29.9	6.293	962.54	32365998.0	17.293	B	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3982.5	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Malaysia	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MYS	2020-02-29	83.0	0.0	2.564	0.0	69.0	0.0	0.0	2.134	19.44	1.9	3.86	1034.7951	16.74	260.942	22.2	26808.164	0.804	29.9	6.293	962.54	32365998.0	17.293	B	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3982.5	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Malaysia	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MYS	2020-03-31	3793.0	62.0	117.191	1.916	3710.0	62.0	1.918	114.626	76.85	1.9	3.86	1034.7951	16.74	260.942	22.2	26808.164	0.804	29.9	6.293	962.54	32365998.0	17.293	B	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3982.5	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Malaysia	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MYS	2020-04-30	6428.0	107.0	198.603	3.306	2635.0	45.0	1.394	81.411	76.85	1.9	3.86	1034.7951	16.74	260.942	22.2	26808.164	0.804	29.9	6.293	962.54	32365998.0	17.293	B	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3982.5	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-27.4194	Malaysia	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MYS	2020-05-31	7185.0	115.0	221.992	3.553	757.0	8.0	0.248	23.388	74.2	1.9	3.86	1034.7951	16.74	260.942	22.2	26808.164	0.804	29.9	6.293	962.54	32365998.0	17.293	B	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	99.9	3982.5	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-82.2222	Malaysia	0.0	0.0	0.0	0.0	0.0	1.0	0.0
