iso_code	date	total_cases	total_deaths	total_cases_per_million	total_deaths_per_million	new_cases	new_deaths	new_deaths_per_million	new_cases_per_million	stringency_index	hospital_beds_per_1k	health_expenditure(%ofGDP)	HealthExpenseperGDP	diabetes_prevalence	cvd_death_rate	total_smokers	gdp_per_capita	HDI	median_age	aged_65_older	population_density	population	log_population	Lineage	identity percentage for NSP1	score for NSP1	identity percentage for NSP2	score for NSP2	identity percentage for NSP3	score for NSP3	identity percentage for NSP4	score for NSP4	identity percentage for NSP5	score for NSP5	identity percentage for NSP6	score for NSP6	identity percentage for NSP7	score for NSP7	identity percentage for NSP8	score for NSP8	identity percentage for NSP9	score for NSP9	identity percentage for NSP10	score for NSP10	identity percentage for NSP11	score for NSP11	identity percentage for NSP12	score for NSP12	identity percentage for NSP13	score for NSP13	identity percentage for NSP14	score for NSP14	identity percentage for NSP15	score for NSP15	identity percentage for NSP16	score for NSP16	identity percentage for Spike	score for Spike	identity percentage for NS3	score for NS3	identity percentage for E	score for E	identity percentage for M	score for M	identity percentage for NS6	score for NS6	identity percentage for NS7a	score for NS7a	identity percentage for NS7b	score for NS7b	identity percentage for NS8	score for NS8	identity percentage for N	score for N	death_growth_rate	Country	Clade_V	Clade_GH	Clade_GR	Clade_G	Clade_O	Clade_L	Clade_S
EGY	2020-02-29	15.0	0.0	0.147	0.0	15.0	0.0	0.0	0.147	0.0	1.6	5.29	558.1059	17.31	525.432	25.1	10550.206	0.7	25.3	5.159	97.999	102334403.0	18.444	B.1.36	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.8	3982.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Egypt	0.0	1.0	0.0	1.0	0.0	0.0	0.0
EGY	2020-03-31	1073.0	78.0	10.485	0.762	1058.0	78.0	0.766	10.338	70.83	1.6	5.29	558.1059	17.31	525.432	25.1	10550.206	0.7	25.3	5.159	97.999	102334403.0	18.444	B.1.36	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.8	3982.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Egypt	0.0	1.0	0.0	1.0	0.0	0.0	0.0
EGY	2020-04-30	7588.0	469.0	74.149	4.583	6515.0	391.0	3.82	63.662	88.75	1.6	5.29	558.1059	17.31	525.432	25.1	10550.206	0.7	25.3	5.159	97.999	102334403.0	18.444	B.1.36	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.8	3982.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	401.2821	Egypt	0.0	1.0	0.0	1.0	0.0	0.0	0.0
EGY	2020-05-31	16613.0	735.0	162.34	7.182	9025.0	266.0	2.597	88.191	88.75	1.6	5.29	558.1059	17.31	525.432	25.1	10550.206	0.7	25.3	5.159	97.999	102334403.0	18.444	B.1.36	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	99.8	3982.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-31.9693	Egypt	0.0	1.0	0.0	1.0	0.0	0.0	0.0
EST	2020-02-29	10.0	0.0	753.8	0.0	10.0	0.0	0.0	7.539	0.0	4.69	6.43	6.449	4.02	25.557	33.05	29481.252	0.882	42.7	19.452	31.033	1326539.0	14.098	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	99.5	1657.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	0.0	Estonia	0.0	0.0	1.0	1.0	0.0	0.0	0.0
EST	2020-03-31	1108.0	19.0	835.256	14.323	1098.0	19.0	14.324	827.718	63.89	4.69	6.43	6.449	4.02	25.557	33.05	29481.252	0.882	42.7	19.452	31.033	1326539.0	14.098	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	99.5	1657.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	0.0	Estonia	0.0	0.0	1.0	1.0	0.0	0.0	0.0
EST	2020-04-30	1713.0	55.0	1291.33	41.461	605.0	36.0	27.143	584.299	80.29	4.69	6.43	6.449	4.02	25.557	33.05	29481.252	0.882	42.7	19.452	31.033	1326539.0	14.098	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	99.5	1657.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	89.4737	Estonia	0.0	0.0	1.0	1.0	0.0	0.0	0.0
EST	2020-05-31	1821.0	64.0	1372.745	48.246	108.0	9.0	6.785	81.415	7.14	4.69	6.43	6.449	4.02	25.557	33.05	29481.252	0.882	42.7	19.452	31.033	1326539.0	14.098	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	99.5	1657.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	-75.0	Estonia	0.0	0.0	1.0	1.0	0.0	0.0	0.0
FIN	2020-01-31	1.0	0.0	0.18	0.0	1.0	0.0	0.0	0.18	7.14	3.28	9.21	9.075	5.76	153.507	20.85	40585.721	0.925	42.8	21.228	18.136	5540718.0	15.528	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	99.5	1657.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	0.0	Finland	0.0	0.0	1.0	1.0	0.0	0.0	0.0
FIN	2020-02-29	19.0	0.0	3.429	0.0	18.0	0.0	0.0	3.246	15.47	3.28	9.21	9.075	5.76	153.507	20.85	40585.721	0.925	42.8	21.228	18.136	5540718.0	15.528	B.1.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	99.5	1657.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	0.0	Finland	0.0	0.0	1.0	1.0	0.0	0.0	0.0
FIN	2020-03-31	2176.0	27.0	392.729	4.873	2157.0	27.0	4.871	389.299	74.33	3.28	9.21	9.075	5.76	153.507	20.85	40585.721	0.925	42.8	21.228	18.136	5540718.0	15.528	B, B.1.36, B.1	100.0	1299.0	99.95	4653.0834	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9084	6986.1666	99.9834	4436.75	99.9834	3986.8334	100.0	2535.0	99.975	2221.5834	99.85	9372.1666	99.7333	2069.4166	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9666	3013.8334	0.0	Finland	0.0	1.0	0.0	1.0	0.0	1.0	0.0
FIN	2020-04-30	5573.0	252.0	976.769	45.481	3397.0	225.0	40.605	613.1	74.33	3.28	9.21	9.075	5.76	153.507	20.85	40585.721	0.925	42.8	21.228	18.136	5540718.0	15.528	B, B.1.36, B.1	100.0	1299.0	99.95	4653.0834	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9084	6986.1666	99.9834	4436.75	99.9834	3986.8334	100.0	2535.0	99.975	2221.5834	99.85	9372.1666	99.7333	2069.4166	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9666	3013.8334	733.3333	Finland	0.0	1.0	0.0	1.0	0.0	1.0	0.0
FIN	2020-05-31	6568.0	306.0	1185.406	55.227	995.0	54.0	9.743	179.579	67.72	3.28	9.21	9.075	5.76	153.507	20.85	40585.721	0.925	42.8	21.228	18.136	5540718.0	15.528	B, B.1.36, B.1	100.0	1299.0	99.95	4653.0834	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9084	6986.1666	99.9834	4436.75	99.9834	3986.8334	100.0	2535.0	99.975	2221.5834	99.85	9372.1666	99.7333	2069.4166	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9666	3013.8334	-76.0	Finland	0.0	1.0	0.0	1.0	0.0	1.0	0.0
FRA	2020-01-31	6.0	0.0	0.092	0.0	6.0	0.0	0.0	0.091	13.5	5.98	11.31	11.177	4.77	86.06	27.7	38605.671	0.891	42.0	19.718	122.578	65273512.0	17.994	B	100.0	1299.0	99.8889	4651.0	100.0	14269.0	99.8889	3748.0	100.0	2284.0	99.8333	2227.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9667	9381.3333	99.8667	2070.3333	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	France	0.0	0.0	0.0	0.0	1.0	1.0	0.0
FRA	2020-02-29	613.0	9.0	9.391	0.138	607.0	9.0	0.137	9.3	13.5	5.98	11.31	11.177	4.77	86.06	27.7	38605.671	0.891	42.0	19.718	122.578	65273512.0	17.994	B.1, B	99.9933	1298.8556	99.914	4651.1321	99.9852	14266.9881	99.975	3752.125	99.9925	2283.775	99.965	2230.95	99.9829	600.9	99.9929	1438.8143	99.9775	820.65	100.0	1032.0	100.0	90.0	99.9342	6989.9119	100.0	4438.0	99.9871	3987.0714	99.9917	2534.7944	99.965	2220.3667	99.9179	9378.0167	99.7144	2067.6631	100.0	550.0	99.975	1666.5	100.0	465.0	100.0	901.0	100.0	340.0	99.9	917.25	99.94	3012.975	0.0	France	0.0	1.0	0.0	1.0	0.0	1.0	0.0
FRA	2020-03-31	74390.0	8911.0	985.668	136.518	73777.0	8902.0	108.752	1130.271	89.41	5.98	11.31	11.177	4.77	86.06	27.7	38605.671	0.891	42.0	19.718	122.578	65273512.0	17.994	B.1.1, B.1	99.9724	1298.4085	99.9301	4652.4382	99.9863	14267.8067	99.9835	3752.2652	99.9797	2283.0742	99.9817	2231.4522	99.967	600.8072	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.89	6984.442	99.9864	4437.2576	99.9856	3987.2399	99.9947	2534.7772	100.0	2222.0	99.8847	9374.6513	99.7909	2069.6654	100.0	550.0	99.9783	1666.5652	99.4954	462.5362	99.9907	900.8841	100.0	340.0	99.9776	918.8385	99.8652	3010.3572	98811.1111	France	0.0	1.0	1.0	1.0	0.0	0.0	0.0
FRA	2020-04-30	137150.0	25809.0	2101.159	395.398	62760.0	16898.0	248.373	950.545	89.41	5.98	11.31	11.177	4.77	86.06	27.7	38605.671	0.891	42.0	19.718	122.578	65273512.0	17.994	B.1	100.0	1299.0	99.9	4650.6667	99.9333	14263.0	99.9667	3751.5	100.0	2284.0	100.0	2232.0	100.0	601.0	99.9167	1437.6667	100.0	821.0	100.0	1032.0	100.0	90.0	99.8667	6982.0	100.0	4438.0	99.9667	3986.1667	100.0	2535.0	100.0	2222.0	99.8833	9374.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9333	3013.6667	89.8225	France	0.0	0.0	0.0	1.0	0.0	0.0	0.0
FRA	2020-05-31	144806.0	28332.0	2218.45	434.05	7656.0	2523.0	38.654	194.254	83.46	5.98	11.31	11.177	4.77	86.06	27.7	38605.671	0.891	42.0	19.718	122.578	65273512.0	17.994	B.1	100.0	1299.0	99.9	4650.6667	99.9333	14263.0	99.9667	3751.5	100.0	2284.0	100.0	2232.0	100.0	601.0	99.9167	1437.6667	100.0	821.0	100.0	1032.0	100.0	90.0	99.8667	6982.0	100.0	4438.0	99.9667	3986.1667	100.0	2535.0	100.0	2222.0	99.8833	9374.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9333	3013.6667	-85.0692	France	0.0	0.0	0.0	1.0	0.0	0.0	0.0
GEO	2020-02-29	9.0	0.0	2.256	0.0	9.0	0.0	0.0	2.257	30.56	2.6	7.6	740.626	7.11	496.218	31.7	9745.079	0.786	38.7	14.864	65.032	3989175.0	15.199	B.1	100.0	1299.0	99.9	4651.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.85	2227.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.95	6992.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.95	9381.0	99.8	2068.5	100.0	550.0	99.75	1662.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.75	3005.5	0.0	Georgia	0.0	0.0	1.0	1.0	0.0	0.0	0.0
GEO	2020-03-31	188.0	2.0	47.128	0.501	179.0	2.0	0.501	44.869	87.84	2.6	7.6	740.626	7.11	496.218	31.7	9745.079	0.786	38.7	14.864	65.032	3989175.0	15.199	B.1.1	100.0	1299.0	99.8889	4650.4444	100.0	14269.0	99.9778	3752.2222	99.9833	2283.5	99.9167	2229.5	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9278	6989.4444	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9167	9377.4444	99.7556	2068.2778	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	96.9778	890.3333	99.9222	3012.2222	0.0	Georgia	0.0	0.0	1.0	1.0	0.0	0.0	0.0
GEO	2020-04-30	610.0	9.0	152.914	2.256	422.0	7.0	1.756	86.606	100.0	2.6	7.6	740.626	7.11	496.218	31.7	9745.079	0.786	38.7	14.864	65.032	3989175.0	15.199	B.1	100.0	1299.0	99.8	4647.0	99.9	14257.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	250.0	Georgia	0.0	1.0	0.0	1.0	0.0	0.0	0.0
GEO	2020-05-31	728.0	12.0	182.494	3.008	118.0	3.0	0.753	29.578	7.14	2.6	7.6	740.626	7.11	496.218	31.7	9745.079	0.786	38.7	14.864	65.032	3989175.0	15.199	B.1	100.0	1299.0	99.8	4647.0	99.9	14257.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-57.1429	Georgia	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DEU	2020-01-31	12.0	0.0	0.143	0.0	12.0	0.0	0.0	0.144	7.14	8.0	11.25	11.229	8.31	156.139	30.35	45229.245	0.939	46.6	21.453	237.016	83783945.0	18.244	B	100.0	1299.0	100.0	4656.0	99.94	14266.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	100.0	6999.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Germany	0.0	0.0	0.0	1.0	0.0	0.0	0.0
DEU	2020-02-29	684.0	0.0	8.164	0.0	672.0	0.0	0.0	8.021	11.11	8.0	11.25	11.229	8.31	156.139	30.35	45229.245	0.939	46.6	21.453	237.016	83783945.0	18.244	B.1.1	100.0	1299.0	100.0	4656.0	99.9667	14267.3333	100.0	3753.0	99.9	2281.6667	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9333	6989.6667	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	99.8333	1663.6667	100.0	465.0	100.0	901.0	97.6667	331.3333	100.0	919.0	99.6667	3002.0	0.0	Germany	0.0	0.0	1.0	1.0	0.0	0.0	0.0
DEU	2020-03-31	99225.0	1607.0	1184.296	19.18	98541.0	1607.0	19.182	1164.93	74.61	8.0	11.25	11.229	8.31	156.139	30.35	45229.245	0.939	46.6	21.453	237.016	83783945.0	18.244	B.3, B.1	100.0	1299.0	99.925	4652.5577	99.9897	14268.3205	100.0	3753.0	100.0	2284.0	99.941	2230.282	100.0	601.0	100.0	1439.0	99.9885	820.8846	99.9821	1031.7051	100.0	90.0	99.9051	6985.968	99.9795	4437.1154	100.0	3988.0	99.926	2532.5032	99.9971	2221.8365	99.9071	9376.532	99.8641	2071.1859	100.0	550.0	99.9006	1664.9744	100.0	465.0	99.9897	900.8846	100.0	340.0	100.0	919.0	99.7285	3004.3942	0.0	Germany	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DEU	2020-04-30	166091.0	7119.0	1982.373	84.969	66866.0	5512.0	65.787	770.319	74.61	8.0	11.25	11.229	8.31	156.139	30.35	45229.245	0.939	46.6	21.453	237.016	83783945.0	18.244	B.1, B.1.1, B.2	100.0	1299.0	99.9556	4654.0	99.9889	14267.4444	99.9778	3752.1111	100.0	2284.0	99.9667	2231.0	100.0	601.0	100.0	1439.0	100.0	821.0	99.8444	1030.1111	100.0	90.0	99.9111	6986.5556	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9375.7778	99.7778	2069.8889	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9444	3013.6667	242.9994	Germany	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DEU	2020-05-31	178281.0	8247.0	2127.866	98.432	12190.0	1128.0	13.462	145.493	68.26	8.0	11.25	11.229	8.31	156.139	30.35	45229.245	0.939	46.6	21.453	237.016	83783945.0	18.244	B.1, B.1.1, B.2	100.0	1299.0	99.9556	4654.0	99.9889	14267.4444	99.9778	3752.1111	100.0	2284.0	99.9667	2231.0	100.0	601.0	100.0	1439.0	100.0	821.0	99.8444	1030.1111	100.0	90.0	99.9111	6986.5556	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9375.7778	99.7778	2069.8889	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9444	3013.6667	-79.5356	Germany	0.0	1.0	0.0	1.0	0.0	0.0	0.0
GRC	2020-02-29	45.0	0.0	4.317	0.0	45.0	0.0	0.0	4.318	19.05	4.21	8.04	7.846	4.55	175.695	42.65	24574.382	0.872	45.3	20.396	83.479	10423056.0	16.16	B.2	100.0	1299.0	99.9333	4651.3333	100.0	14269.0	100.0	3753.0	100.0	2284.0	99.9	2229.0	100.0	601.0	99.8333	1435.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6986.6667	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9333	9379.3333	99.6333	2064.3333	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	0.0	Greece	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GRC	2020-03-31	1755.0	79.0	168.377	7.579	1710.0	79.0	7.583	152.056	87.96	4.21	8.04	7.846	4.55	175.695	42.65	24574.382	0.872	45.3	20.396	83.479	10423056.0	16.16	B.2.1	99.9302	1297.1905	99.9467	4653.322	99.9863	14267.4737	99.9785	3752.0053	99.9987	2283.961	99.934	2230.0189	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9241	6988.7578	99.9905	4437.619	99.9984	3987.8889	99.9619	2533.4841	100.0	2222.0	99.913	9377.2355	99.8306	2069.1578	100.0	550.0	100.0	1667.0	99.9746	464.8571	98.9	891.0476	100.0	340.0	99.9057	917.7302	99.6957	3002.8616	0.0	Greece	0.0	0.0	1.0	1.0	0.0	0.0	0.0
GRC	2020-04-30	2663.0	147.0	255.491	14.103	908.0	68.0	6.528	87.115	87.96	4.21	8.04	7.846	4.55	175.695	42.65	24574.382	0.872	45.3	20.396	83.479	10423056.0	16.16	B.2.1	99.9302	1297.1905	99.9467	4653.322	99.9863	14267.4737	99.9785	3752.0053	99.9987	2283.961	99.934	2230.0189	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9241	6988.7578	99.9905	4437.619	99.9984	3987.8889	99.9619	2533.4841	100.0	2222.0	99.913	9377.2355	99.8306	2069.1578	100.0	550.0	100.0	1667.0	99.9746	464.8571	98.9	891.0476	100.0	340.0	99.9057	917.7302	99.6957	3002.8616	-13.9241	Greece	0.0	0.0	1.0	1.0	0.0	0.0	0.0
GRC	2020-05-31	2876.0	171.0	275.927	16.406	213.0	24.0	2.304	20.435	74.34	4.21	8.04	7.846	4.55	175.695	42.65	24574.382	0.872	45.3	20.396	83.479	10423056.0	16.16	B.2.1	99.9302	1297.1905	99.9467	4653.322	99.9863	14267.4737	99.9785	3752.0053	99.9987	2283.961	99.934	2230.0189	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9241	6988.7578	99.9905	4437.619	99.9984	3987.8889	99.9619	2533.4841	100.0	2222.0	99.913	9377.2355	99.8306	2069.1578	100.0	550.0	100.0	1667.0	99.9746	464.8571	98.9	891.0476	100.0	340.0	99.9057	917.7302	99.6957	3002.8616	-64.7059	Greece	0.0	0.0	1.0	1.0	0.0	0.0	0.0
HUN	2020-02-29	4.0	0.0	0.414	0.0	4.0	0.0	0.0	0.414	11.11	7.02	6.88	6.593	7.55	278.296	28.4	26777.561	0.845	43.4	18.577	108.043	9660350.0	16.084	B.1, B.1.1.1, B.1.1	100.0	1299.0	99.9677	4654.5462	99.9969	14268.6615	99.9969	3752.8462	99.9954	2283.8923	99.9723	2231.3692	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0769	99.9969	4437.8769	100.0	3988.0	99.9954	2534.8615	99.9769	2221.6154	99.9	9376.0154	99.8831	2072.0385	99.98	549.8615	100.0	1667.0	99.9754	464.8462	100.0	901.0	99.9646	339.8	100.0	919.0	99.8181	3008.3577	0.0	Hungary	0.0	1.0	1.0	1.0	0.0	0.0	0.0
HUN	2020-03-31	817.0	47.0	84.573	4.865	813.0	47.0	4.869	84.161	74.99	7.02	6.88	6.593	7.55	278.296	28.4	26777.561	0.845	43.4	18.577	108.043	9660350.0	16.084	B.1, B.1.1.1, B.1.1	100.0	1299.0	99.9677	4654.5462	99.9969	14268.6615	99.9969	3752.8462	99.9954	2283.8923	99.9723	2231.3692	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0769	99.9969	4437.8769	100.0	3988.0	99.9954	2534.8615	99.9769	2221.6154	99.9	9376.0154	99.8831	2072.0385	99.98	549.8615	100.0	1667.0	99.9754	464.8462	100.0	901.0	99.9646	339.8	100.0	919.0	99.8181	3008.3577	0.0	Hungary	0.0	1.0	1.0	1.0	0.0	0.0	0.0
HUN	2020-04-30	3150.0	383.0	326.075	39.647	2333.0	336.0	34.781	256.039	78.44	7.02	6.88	6.593	7.55	278.296	28.4	26777.561	0.845	43.4	18.577	108.043	9660350.0	16.084	B.1, B.1.1.1, B.1.1	100.0	1299.0	99.9677	4654.5462	99.9969	14268.6615	99.9969	3752.8462	99.9954	2283.8923	99.9723	2231.3692	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0769	99.9969	4437.8769	100.0	3988.0	99.9954	2534.8615	99.9769	2221.6154	99.9	9376.0154	99.8831	2072.0385	99.98	549.8615	100.0	1667.0	99.9754	464.8462	100.0	901.0	99.9646	339.8	100.0	919.0	99.8181	3008.3577	614.8936	Hungary	0.0	1.0	1.0	1.0	0.0	0.0	0.0
HUN	2020-05-31	3741.0	486.0	387.253	50.309	591.0	103.0	10.665	61.177	59.53	7.02	6.88	6.593	7.55	278.296	28.4	26777.561	0.845	43.4	18.577	108.043	9660350.0	16.084	B.1, B.1.1.1, B.1.1	100.0	1299.0	99.9677	4654.5462	99.9969	14268.6615	99.9969	3752.8462	99.9954	2283.8923	99.9723	2231.3692	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0769	99.9969	4437.8769	100.0	3988.0	99.9954	2534.8615	99.9769	2221.6154	99.9	9376.0154	99.8831	2072.0385	99.98	549.8615	100.0	1667.0	99.9754	464.8462	100.0	901.0	99.9646	339.8	100.0	919.0	99.8181	3008.3577	-69.3452	Hungary	0.0	1.0	1.0	1.0	0.0	0.0	0.0
